Rank,Ticker,Company,Sector,Location,Date,Weekly_Open,Weekly_Close,Weekly_Percentage,Weekly_Volume,Monthly_Volume,Market_Cap
281,TTWO,Take-Two Interactive,Communication Services,"New York City, New York",2023-12-22,160,158,-1.25,1901430,3668144,$26.97 B
282,AVB,AvalonBay Communities,Real Estate,"Arlington, Virginia",2023-12-22,188,189,0.53,801134,1026169,$26.96 B
283,EIX,Edison International,Utilities,"Rosemead, California",2023-12-22,70,69,-1.43,2122073,2532356,$26.76 B
284,DFS,Discover Financial,Financials,"Riverwoods, Illinois",2023-12-22,106,106,0.0,1378610,2729342,$26.72 B
285,XYL,Xylem Inc.,Industrials,"White Plains, New York",2023-12-22,110,110,0.0,1011517,1505526,$26.69 B
286,SBAC,SBA Communications,Real Estate,"Boca Raton, Florida",2023-12-22,248,246,-0.81,656907,904683,$26.60 B
287,DAL,Delta Air Lines,Industrials,"Atlanta, Georgia",2023-12-22,42,41,-2.38,8539404,10539617,$26.50 B
288,WST,West Pharmaceutical Services,Health Care,"Exton, Pennsylvania",2023-12-22,360,356,-1.11,238402,469641,$26.36 B
289,WEC,WEC Energy Group,Utilities,"Milwaukee, Wisconsin",2023-12-22,82,82,0.0,2654465,2372463,$25.99 B
290,ANSS,Ansys,Information Technology,"Canonsburg, Pennsylvania",2023-12-22,296,297,0.34,446153,789962,$25.84 B
291,MTD,Mettler Toledo,Health Care,"Columbus, Ohio",2023-12-22,1205,1185,-1.66,156260,159513,$25.70 B
292,GLW,Corning Inc.,Information Technology,"Corning, New York",2023-12-22,30,30,0.0,4372394,4847791,$25.68 B
293,AWK,American Water Works,Utilities,"Camden, New Jersey",2023-12-22,131,130,-0.76,956016,1080809,$25.48 B
294,FTV,Fortive,Industrials,"Everett, Washington",2023-12-22,72,72,0.0,1314876,2281781,$25.37 B
295,RMD,ResMed,Health Care,"San Diego, California",2023-12-22,169,169,0.0,549465,926730,$24.99 B
296,CAH,Cardinal Health,Health Care,"Dublin, Ohio",2023-12-22,101,101,0.0,2131714,2440892,$24.92 B
297,ZBH,Zimmer Biomet,Health Care,"Warsaw, Indiana",2023-12-22,118,118,0.0,1906293,1866549,$24.83 B
298,APTV,Aptiv,Consumer Discretionary,"Dublin, Ireland",2023-12-22,88,87,-1.14,2095369,3177222,$24.69 B
299,WTW,Willis Towers Watson,Financials,"London, United Kingdom",2023-12-22,238,238,0.0,552568,560505,$24.65 B
300,WY,Weyerhaeuser,Real Estate,"Seattle, Washington",2023-12-22,33,33,0.0,3193071,4583472,$24.49 B
301,HIG,Hartford (The),Financials,"Hartford, Connecticut",2023-12-22,80,80,0.0,1655290,1863724,$24.20 B
302,GRMN,Garmin,Consumer Discretionary,"Schaffhausen, Switzerland",2023-12-22,125,126,0.8,559196,953624,$24.20 B
303,CCL,Carnival,Consumer Discretionary,"Miami, Florida",2023-12-22,18,18,0.0,25728577,33649031,$23.98 B
304,FITB,Fifth Third Bank,Financials,"Cincinnati, Ohio",2023-12-22,35,35,0.0,7776332,7605536,$23.87 B
305,TROW,T. Rowe Price,Financials,"Baltimore, Maryland",2023-12-22,106,106,0.0,1780477,2048656,$23.86 B
306,STT,State Street Corporation,Financials,"Boston, Massachusetts",2023-12-22,78,77,-1.28,1639693,2628016,$23.82 B
307,ULTA,Ulta Beauty,Consumer Discretionary,"Bolingbrook, Illinois",2023-12-22,490,488,-0.41,503321,1058043,$23.72 B
308,EQR,Equity Residential,Real Estate,"Chicago, Illinois",2023-12-22,61,61,0.0,2402816,2647068,$23.38 B
309,TSCO,Tractor Supply,Consumer Discretionary,"Brentwood, Tennessee",2023-12-22,217,215,-0.92,1275896,1373908,$23.33 B
310,RJF,Raymond James,Financials,"St. Petersburg, Florida",2023-12-22,110,111,0.91,864659,1277588,$23.24 B
311,BR,Broadridge Financial Solutions,Industrials,"Lake Success, New York",2023-12-22,195,196,0.51,640599,677266,$23.14 B
312,CHD,Church & Dwight,Consumer Staples,"Ewing, New Jersey",2023-12-22,92,92,0.0,915159,1440438,$22.90 B
313,MTB,M&T Bank,Financials,"Buffalo, New York",2023-12-22,142,137,-3.52,1413921,1330985,$22.76 B
314,DTE,DTE Energy,Utilities,"Detroit, Michigan",2023-12-22,110,109,-0.91,934526,1621477,$22.65 B
315,ARE,Alexandria Real Estate Equities,Real Estate,"Pasadena, California",2023-12-22,131,129,-1.53,1395906,1954867,$22.43 B
316,EBAY,eBay,Consumer Discretionary,"San Jose, California",2023-12-22,41,42,2.44,6396263,9170296,$22.07 B
317,PHM,PulteGroup,Consumer Discretionary,"Atlanta, Georgia",2023-12-22,102,102,0.0,2249298,2676991,$21.99 B
318,WAB,Wabtec,Industrials,"Pittsburgh, Pennsylvania",2023-12-22,122,122,0.0,792710,990250,$21.98 B
319,HWM,Howmet Aerospace,Industrials,"Pittsburgh, Pennsylvania",2023-12-22,52,53,1.92,1827723,2526785,$21.90 B
320,NVR,"NVR, Inc.",Consumer Discretionary,"Reston, Virginia",2023-12-22,6860,6840,-0.29,23529,26027,$21.74 B
321,ES,Eversource,Utilities,"Hartford, Connecticut",2023-12-22,61,61,0.0,4092083,2891565,$21.65 B
322,HPE,Hewlett Packard Enterprise,Information Technology,"Houston, Texas",2023-12-22,16,16,0.0,10556320,15279818,$21.54 B
323,WBA,Walgreens Boots Alliance,Consumer Staples,"Deerfield, Illinois",2023-12-22,25,24,-4.0,10502201,16813416,$21.54 B
324,LYV,Live Nation Entertainment,Communication Services,"Beverly Hills, California",2023-12-22,92,93,1.09,1489802,2626408,$21.48 B
325,ETR,Entergy,Utilities,"New Orleans, Louisiana",2023-12-22,101,101,0.0,1901073,1696047,$21.47 B
326,MOH,Molina Healthcare,Health Care,"Long Beach, California",2023-12-22,365,366,0.27,234062,413580,$21.35 B
327,STE,Steris,Health Care,"Dublin, Ireland",2023-12-22,213,215,0.94,698796,567108,$21.30 B
328,DOV,Dover Corporation,Industrials,"Downers Grove, Illinois",2023-12-22,152,151,-0.66,601088,806524,$21.24 B
329,FE,FirstEnergy,Utilities,"Akron, Ohio",2023-12-22,37,36,-2.7,2658692,4409124,$21.13 B
330,INVH,Invitation Homes,Real Estate,"Dallas, Texas",2023-12-22,34,34,0.0,3341162,3513680,$21.06 B
331,VRSN,Verisign,Information Technology,"Dulles, Virginia",2023-12-22,208,206,-0.96,908861,667905,$21.06 B
332,ROL,"Rollins, Inc.",Industrials,"Atlanta, Georgia",2023-12-22,42,42,0.0,1250376,1965856,$20.64 B
333,EXPE,Expedia Group,Consumer Discretionary,"Seattle, Washington",2023-12-22,146,148,1.37,1814862,2229788,$20.61 B
